"Comp" "rep" "nb_garb" "clustering_method" "replicable_clusters" "non_replicable_clusters" "replicable_cells" "non_replicable_cells" "fraction_replicable_clusters" "fraction_replicable_cells" "clustering_name" "level"
"89" "1" 1 2 "sc3.15" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 15
"90" "1" 1 2 "sc3.20" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 20
"91" "1" 1 2 "sc3.25" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 25
"92" "1" 1 2 "sc3.30" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 30
"93" "1" 1 2 "sc3.35" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 35
"94" "1" 1 2 "sc3.40" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 40
"95" "1" 1 2 "sc3.45" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 45
"96" "1" 1 2 "sc3.50" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 50
"97" "1" 1 2 "sc3.55" 6 44 1360 9345 0.12 0.12704343764596 "sc3" 55
"98" "1" 1 2 "sc3.60" 6 43 1360 9345 0.122448979591837 0.12704343764596 "sc3" 60
"99" "1" 1 2 "sc3.65" 8 39 1727 8978 0.170212765957447 0.161326482951892 "sc3" 65
"100" "1" 1 2 "sc3.70" 10 33 3000 7705 0.232558139534884 0.280242877160206 "sc3" 70
"101" "1" 1 2 "sc3.75" 10 32 3000 7705 0.238095238095238 0.280242877160206 "sc3" 75
"102" "1" 1 2 "sc3.80" 10 31 3000 7705 0.24390243902439 0.280242877160206 "sc3" 80
"103" "1" 1 2 "sc3.85" 10 29 3752 6953 0.256410256410256 0.35049042503503 "sc3" 85
"104" "1" 1 2 "sc3.90" 10 29 3752 6953 0.256410256410256 0.35049042503503 "sc3" 90
"105" "1" 1 2 "sc3.95" 10 28 3752 6953 0.263157894736842 0.35049042503503 "sc3" 95
"106" "1" 1 2 "Seurat.00" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 0
"107" "1" 1 2 "Seurat.05" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 5
"108" "1" 1 2 "Seurat.10" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 10
"109" "1" 1 2 "Seurat.100" 8 22 3523 7182 0.266666666666667 0.329098552078468 "Seurat" 100
"110" "1" 1 2 "Seurat.15" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 15
"111" "1" 1 2 "Seurat.20" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 20
"112" "1" 1 2 "Seurat.25" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 25
"113" "1" 1 2 "Seurat.30" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 30
"114" "1" 1 2 "Seurat.35" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 35
"115" "1" 1 2 "Seurat.40" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 40
"116" "1" 1 2 "Seurat.45" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 45
"117" "1" 1 2 "Seurat.50" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 50
"118" "1" 1 2 "Seurat.55" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 55
"119" "1" 1 2 "Seurat.60" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 60
"120" "1" 1 2 "Seurat.65" 8 27 3195 7510 0.228571428571429 0.298458664175619 "Seurat" 65
"121" "1" 1 2 "Seurat.70" 8 27 3195 7510 0.228571428571429 0.298458664175619 "Seurat" 70
"122" "1" 1 2 "Seurat.75" 8 26 3195 7510 0.235294117647059 0.298458664175619 "Seurat" 75
"123" "1" 1 2 "Seurat.80" 8 26 3195 7510 0.235294117647059 0.298458664175619 "Seurat" 80
"124" "1" 1 2 "Seurat.85" 8 24 3430 7275 0.25 0.320411022886502 "Seurat" 85
"125" "1" 1 2 "Seurat.90" 8 24 3430 7275 0.25 0.320411022886502 "Seurat" 90
"126" "1" 1 2 "Seurat.95" 8 23 3484 7221 0.258064516129032 0.325455394675385 "Seurat" 95
"127" "1" 1 3 "Monocle.00" 6 28 1776 8929 0.176470588235294 0.165903783278842 "Monocle" 0
"128" "1" 1 3 "Monocle.05" 6 26 1776 8929 0.1875 0.165903783278842 "Monocle" 5
"129" "1" 1 3 "Monocle.10" 8 23 2703 8002 0.258064516129032 0.252498832321345 "Monocle" 10
"130" "1" 1 3 "Monocle.100" 10 17 3981 6724 0.37037037037037 0.371882297991593 "Monocle" 100
"131" "1" 1 3 "Monocle.15" 8 23 2703 8002 0.258064516129032 0.252498832321345 "Monocle" 15
"132" "1" 1 3 "Monocle.20" 8 23 2703 8002 0.258064516129032 0.252498832321345 "Monocle" 20
"133" "1" 1 3 "Monocle.25" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 25
"134" "1" 1 3 "Monocle.30" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 30
"135" "1" 1 3 "Monocle.35" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 35
"136" "1" 1 3 "Monocle.40" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 40
"137" "1" 1 3 "Monocle.45" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 45
"138" "1" 1 3 "Monocle.50" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 50
"139" "1" 1 3 "Monocle.55" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 55
"140" "1" 1 3 "Monocle.60" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 60
"141" "1" 1 3 "Monocle.65" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 65
"142" "1" 1 3 "Monocle.70" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 70
"143" "1" 1 3 "Monocle.75" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 75
"144" "1" 1 3 "Monocle.80" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 80
"145" "1" 1 3 "Monocle.85" 10 17 3981 6724 0.37037037037037 0.371882297991593 "Monocle" 85
"146" "1" 1 3 "Monocle.90" 10 17 3981 6724 0.37037037037037 0.371882297991593 "Monocle" 90
"147" "1" 1 3 "Monocle.95" 10 17 3981 6724 0.37037037037037 0.371882297991593 "Monocle" 95
"148" "1" 1 3 "sc3.00" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" 0
"149" "1" 1 3 "sc3.05" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 5
"150" "1" 1 3 "sc3.10" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 10
"151" "1" 1 3 "sc3.100" 10 26 3753 6952 0.277777777777778 0.350583839327417 "sc3" 100
"152" "1" 1 3 "sc3.15" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 15
"153" "1" 1 3 "sc3.20" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 20
"154" "1" 1 3 "sc3.25" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 25
"155" "1" 1 3 "sc3.30" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 30
"156" "1" 1 3 "sc3.35" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 35
"157" "1" 1 3 "sc3.40" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 40
"158" "1" 1 3 "sc3.45" 6 44 1360 9345 0.12 0.12704343764596 "sc3" 45
"159" "1" 1 3 "sc3.50" 6 44 1360 9345 0.12 0.12704343764596 "sc3" 50
"160" "1" 1 3 "sc3.55" 8 40 1727 8978 0.166666666666667 0.161326482951892 "sc3" 55
"161" "1" 1 3 "sc3.60" 10 34 2939 7766 0.227272727272727 0.274544605324615 "sc3" 60
"162" "1" 1 3 "sc3.65" 10 33 2939 7766 0.232558139534884 0.274544605324615 "sc3" 65
"163" "1" 1 3 "sc3.70" 10 33 2939 7766 0.232558139534884 0.274544605324615 "sc3" 70
"164" "1" 1 3 "sc3.75" 10 33 2939 7766 0.232558139534884 0.274544605324615 "sc3" 75
"165" "1" 1 3 "sc3.80" 10 33 2939 7766 0.232558139534884 0.274544605324615 "sc3" 80
"166" "1" 1 3 "sc3.85" 10 30 3752 6953 0.25 0.35049042503503 "sc3" 85
"167" "1" 1 3 "sc3.90" 10 28 3752 6953 0.263157894736842 0.35049042503503 "sc3" 90
"168" "1" 1 3 "sc3.95" 10 28 3752 6953 0.263157894736842 0.35049042503503 "sc3" 95
"169" "1" 1 3 "Seurat.00" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 0
"170" "1" 1 3 "Seurat.05" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 5
"171" "1" 1 3 "Seurat.10" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 10
"172" "1" 1 3 "Seurat.100" 8 22 3523 7182 0.266666666666667 0.329098552078468 "Seurat" 100
"173" "1" 1 3 "Seurat.15" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 15
"174" "1" 1 3 "Seurat.20" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 20
"175" "1" 1 3 "Seurat.25" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 25
"176" "1" 1 3 "Seurat.30" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 30
"177" "1" 1 3 "Seurat.35" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 35
"178" "1" 1 3 "Seurat.40" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 40
"179" "1" 1 3 "Seurat.45" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 45
"180" "1" 1 3 "Seurat.50" 6 30 2705 8000 0.166666666666667 0.252685660906119 "Seurat" 50
"181" "1" 1 3 "Seurat.55" 8 27 3195 7510 0.228571428571429 0.298458664175619 "Seurat" 55
"182" "1" 1 3 "Seurat.60" 8 27 3195 7510 0.228571428571429 0.298458664175619 "Seurat" 60
"183" "1" 1 3 "Seurat.65" 8 26 3195 7510 0.235294117647059 0.298458664175619 "Seurat" 65
"184" "1" 1 3 "Seurat.70" 8 26 3195 7510 0.235294117647059 0.298458664175619 "Seurat" 70
"185" "1" 1 3 "Seurat.75" 8 26 3195 7510 0.235294117647059 0.298458664175619 "Seurat" 75
"186" "1" 1 3 "Seurat.80" 8 26 3195 7510 0.235294117647059 0.298458664175619 "Seurat" 80
"187" "1" 1 3 "Seurat.85" 8 24 3195 7510 0.25 0.298458664175619 "Seurat" 85
"188" "1" 1 3 "Seurat.90" 8 22 3523 7182 0.266666666666667 0.329098552078468 "Seurat" 90
"189" "1" 1 3 "Seurat.95" 8 22 3523 7182 0.266666666666667 0.329098552078468 "Seurat" 95
"190" "1" 2 1 "Monocle.00" 6 28 1776 8929 0.176470588235294 0.165903783278842 "Monocle" 0
"191" "1" 2 1 "Monocle.05" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 5
"192" "1" 2 1 "Monocle.10" 6 26 1776 8929 0.1875 0.165903783278842 "Monocle" 10
"193" "1" 2 1 "Monocle.100" 10 18 3670 7035 0.357142857142857 0.342830453059318 "Monocle" 100
"194" "1" 2 1 "Monocle.15" 8 23 2703 8002 0.258064516129032 0.252498832321345 "Monocle" 15
"195" "1" 2 1 "Monocle.20" 8 23 2703 8002 0.258064516129032 0.252498832321345 "Monocle" 20
"196" "1" 2 1 "Monocle.25" 8 23 2703 8002 0.258064516129032 0.252498832321345 "Monocle" 25
"197" "1" 2 1 "Monocle.30" 8 23 2703 8002 0.258064516129032 0.252498832321345 "Monocle" 30
"198" "1" 2 1 "Monocle.35" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 35
"199" "1" 2 1 "Monocle.40" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 40
"200" "1" 2 1 "Monocle.45" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 45
"201" "1" 2 1 "Monocle.50" 10 20 3074 7631 0.333333333333333 0.287155534796824 "Monocle" 50
"202" "1" 2 1 "Monocle.55" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 55
"203" "1" 2 1 "Monocle.60" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 60
"204" "1" 2 1 "Monocle.65" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 65
"205" "1" 2 1 "Monocle.70" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 70
"206" "1" 2 1 "Monocle.75" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 75
"207" "1" 2 1 "Monocle.80" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 80
"208" "1" 2 1 "Monocle.85" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 85
"209" "1" 2 1 "Monocle.90" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 90
"210" "1" 2 1 "Monocle.95" 10 19 3670 7035 0.344827586206897 0.342830453059318 "Monocle" 95
"211" "1" 2 1 "sc3.00" 6 47 1153 9552 0.113207547169811 0.107706679121906 "sc3" 0
"212" "1" 2 1 "sc3.05" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 5
"213" "1" 2 1 "sc3.10" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 10
"214" "1" 2 1 "sc3.100" 10 27 3001 7704 0.27027027027027 0.280336291452592 "sc3" 100
"215" "1" 2 1 "sc3.15" 6 46 1153 9552 0.115384615384615 0.107706679121906 "sc3" 15
"216" "1" 2 1 "sc3.20" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 20
"217" "1" 2 1 "sc3.25" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 25
"218" "1" 2 1 "sc3.30" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 30
"219" "1" 2 1 "sc3.35" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 35
"220" "1" 2 1 "sc3.40" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 40
"221" "1" 2 1 "sc3.45" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 45
"222" "1" 2 1 "sc3.50" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 50
"223" "1" 2 1 "sc3.55" 6 45 1323 9382 0.117647058823529 0.123587108827651 "sc3" 55
"224" "1" 2 1 "sc3.60" 6 44 1360 9345 0.12 0.12704343764596 "sc3" 60
"225" "1" 2 1 "sc3.65" 6 44 1360 9345 0.12 0.12704343764596 "sc3" 65
"226" "1" 2 1 "sc3.70" 8 41 1727 8978 0.163265306122449 0.161326482951892 "sc3" 70
"227" "1" 2 1 "sc3.75" 8 41 1727 8978 0.163265306122449 0.161326482951892 "sc3" 75
"228" "1" 2 1 "sc3.80" 8 38 1727 8978 0.173913043478261 0.161326482951892 "sc3" 80
"229" "1" 2 1 "sc3.85" 8 35 1727 8978 0.186046511627907 0.161326482951892 "sc3" 85
"230" "1" 2 1 "sc3.90" 10 32 2939 7766 0.238095238095238 0.274544605324615 "sc3" 90
"231" "1" 2 1 "sc3.95" 10 29 3000 7705 0.256410256410256 0.280242877160206 "sc3" 95
"232" "1" 2 1 "Seurat.00" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 0
"233" "1" 2 1 "Seurat.05" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 5
"234" "1" 2 1 "Seurat.10" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 10
"235" "1" 2 1 "Seurat.100" 8 22 3195 7510 0.266666666666667 0.298458664175619 "Seurat" 100
"236" "1" 2 1 "Seurat.15" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 15
"237" "1" 2 1 "Seurat.20" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 20
"238" "1" 2 1 "Seurat.25" 4 34 1192 9513 0.105263157894737 0.111349836524988 "Seurat" 25
"239" "1" 2 1 "Seurat.30" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 30
"240" "1" 2 1 "Seurat.35" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 35
"241" "1" 2 1 "Seurat.40" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 40
"242" "1" 2 1 "Seurat.45" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 45
"243" "1" 2 1 "Seurat.50" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 50
"244" "1" 2 1 "Seurat.55" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 55
"245" "1" 2 1 "Seurat.60" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 60
"246" "1" 2 1 "Seurat.65" 4 33 1393 9312 0.108108108108108 0.130126109294722 "Seurat" 65
"247" "1" 2 1 "Seurat.70" 8 27 3195 7510 0.228571428571429 0.298458664175619 "Seurat" 70
"248" "1" 2 1 "Seurat.75" 8 27 3195 7510 0.228571428571429 0.298458664175619 "Seurat" 75
"249" "1" 2 1 "Seurat.80" 8 27 3195 7510 0.228571428571429 0.298458664175619 "Seurat" 80
"250" "1" 2 1 "Seurat.85" 8 25 3195 7510 0.242424242424242 0.298458664175619 "Seurat" 85
"251" "1" 2 1 "Seurat.90" 8 25 3195 7510 0.242424242424242 0.298458664175619 "Seurat" 90
"252" "1" 2 1 "Seurat.95" 8 25 3195 7510 0.242424242424242 0.298458664175619 "Seurat" 95
"253" "1" 2 2 "Monocle.00" 6 28 1776 8929 0.176470588235294 0.165903783278842 "Monocle" 0
"254" "1" 2 2 "Monocle.05" 6 27 1776 8929 0.181818181818182 0.165903783278842 "Monocle" 5
"255" "1" 2 2 "Monocle.10" 6 26 1776 8929 0.1875 0.165903783278842 "Monocle" 10
